Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
 60.10      1.28     1.28    20000     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<double>::__value, void>::__type std::__fill_a1<double*, double>(double*, double*, double const&)
 10.80      1.51     0.23        2     0.12     0.38  func(unsigned long, unsigned long, Matrix<double>&)
  9.86      1.72     0.21 49643114     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::operator[](unsigned long)
  9.39      1.92     0.20 45789503     0.00     0.00  Matrix<double>::operator[](unsigned long)
  5.63      2.04     0.12 46866156     0.00     0.00  std::vector<double, std::allocator<double> >::operator[](unsigned long)
  2.35      2.09     0.05                             std::vector<Centroid*, std::allocator<Centroid*> >::operator[](unsigned long) const
  1.88      2.13     0.04        3     0.01     0.01  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_deallocate(std::vector<double, std::allocator<double> >*, unsigned long)
  0.00      2.13     0.00   120000     0.00     0.00  __gnu_cxx::new_allocator<double>::~new_allocator()
  0.00      2.13     0.00   120000     0.00     0.00  std::allocator<double>::~allocator()
  0.00      2.13     0.00   120000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data const&)
  0.00      2.13     0.00   120000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator()
  0.00      2.13     0.00   100000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data()
  0.00      2.13     0.00    80000     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&)
  0.00      2.13     0.00    80000     0.00     0.00  std::allocator<double>::allocator(std::allocator<double> const&)
  0.00      2.13     0.00    60000     0.00     0.00  void std::_Destroy_aux<true>::__destroy<double*>(double*, double*)
  0.00      2.13     0.00    60000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl()
  0.00      2.13     0.00    60000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long)
  0.00      2.13     0.00    60000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::~_Vector_base()
  0.00      2.13     0.00    60000     0.00     0.00  std::vector<double, std::allocator<double> >::~vector()
  0.00      2.13     0.00    60000     0.00     0.00  void std::_Destroy<double*>(double*, double*)
  0.00      2.13     0.00    60000     0.00     0.00  void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&)
  0.00      2.13     0.00    40007     0.00     0.00  operator new(unsigned long, void*)
  0.00      2.13     0.00    40000     0.00     0.00  __gnu_cxx::new_allocator<double>::new_allocator()
  0.00      2.13     0.00    40000     0.00     0.00  __gnu_cxx::new_allocator<double>::_M_max_size() const
  0.00      2.13     0.00    40000     0.00     0.00  std::allocator<double>::allocator()
  0.00      2.13     0.00    40000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      2.13     0.00    40000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data&)
  0.00      2.13     0.00    40000     0.00     0.00  std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      2.13     0.00    20007     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.00      2.13     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<double>::allocate(unsigned long, void const*)
  0.00      2.13     0.00    20000     0.00     0.00  __gnu_cxx::new_allocator<double>::max_size() const
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::get_allocator() const
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl()
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base()
  0.00      2.13     0.00    20000     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::allocator_traits<std::allocator<double> >::allocate(std::allocator<double>&, unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::__uninitialized_default_n_1<true>::__uninit_default_n<double*, unsigned long>(double*, unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::vector()
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&)
  0.00      2.13     0.00    20000     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> >&&)
  0.00      2.13     0.00    20000     0.00     0.00  void std::_Construct<std::vector<double, std::allocator<double> >>(std::vector<double, std::allocator<double> >*)
  0.00      2.13     0.00    20000     0.00     0.00  void std::_Construct<double>(double*)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::__addressof<double>(double&)
  0.00      2.13     0.00    20000     0.00     0.00  void std::__alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&)
  0.00      2.13     0.00    20000     0.00     0.00  std::__size_to_integer(unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  void std::__do_alloc_on_move<std::allocator<double> >(std::allocator<double>&, std::allocator<double>&, std::integral_constant<bool, true>)
  0.00      2.13     0.00    20000     0.00     0.00  std::iterator_traits<double*>::iterator_category std::__iterator_category<double*>(double* const&)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::__uninitialized_default_n<double*, unsigned long>(double*, unsigned long)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::__uninitialized_default_n_a<double*, unsigned long, double>(double*, unsigned long, std::allocator<double>&)
  0.00      2.13     0.00    20000     0.00     0.00  std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&)
  0.00      2.13     0.00    20000     0.00     0.00  std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&)
  0.00      2.13     0.00    20000     0.00     0.00  double* std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)
  0.00      2.13     0.00    20000     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*)
  0.00      2.13     0.00    20000     0.00     0.00  void std::__fill_a<double*, double>(double*, double*, double const&)
  0.00      2.13     0.00    18119     0.00     0.00  Matrix<double>::getNumberOfRows() const
  0.00      2.13     0.00       94     0.00     0.00  unsigned long& std::forward<unsigned long&>(std::remove_reference<unsigned long&>::type&)
  0.00      2.13     0.00       59     0.00     0.00  std::reference_wrapper<Matrix<double> >&& std::forward<std::reference_wrapper<Matrix<double> > >(std::remove_reference<std::reference_wrapper<Matrix<double> > >::type&)
  0.00      2.13     0.00       36     0.00     0.00  void (&std::forward<void (&)(unsigned long, unsigned long, Matrix<double>&)>(std::remove_reference<void (&)(unsigned long, unsigned long, Matrix<double>&)>::type&))(unsigned long, unsigned long, Matrix<double>&)
  0.00      2.13     0.00       22     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::base() const
  0.00      2.13     0.00       18     0.00     0.00  std::thread::id::id()
  0.00      2.13     0.00       18     0.00     0.00  std::thread* std::__niter_base<std::thread*>(std::thread*)
  0.00      2.13     0.00       17     0.00     0.00  std::thread* std::__addressof<std::thread>(std::thread&)
  0.00      2.13     0.00       12     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::size() const
  0.00      2.13     0.00       11     0.00     0.00  std::thread::joinable() const
  0.00      2.13     0.00       11     0.00     0.00  std::thread::~thread()
  0.00      2.13     0.00       11     0.00     0.00  std::operator==(std::thread::id, std::thread::id)
  0.00      2.13     0.00        9     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::_M_max_size() const
  0.00      2.13     0.00        9     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::_M_ptr()
  0.00      2.13     0.00        9     0.00     0.00  std::thread::_State*& std::__get_helper<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.13     0.00        9     0.00     0.00  std::remove_reference<std::thread::id&>::type&& std::move<std::thread::id&>(std::thread::id&)
  0.00      2.13     0.00        8     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_M_head(std::_Head_base<0ul, std::thread::_State*, false>&)
  0.00      2.13     0.00        8     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_M_head(std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.13     0.00        8     0.00     0.00  std::tuple_element<0ul, std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> > >::type& std::get<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >(std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >&)
  0.00      2.13     0.00        8     0.00     0.00  unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&)
  0.00      2.13     0.00        8     0.00     0.00  void std::_Destroy<std::thread>(std::thread*)
  0.00      2.13     0.00        7     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator()
  0.00      2.13     0.00        7     0.00     0.00  void (*&&std::forward<void (*)(unsigned long, unsigned long, Matrix<double>&)>(std::remove_reference<void (*)(unsigned long, unsigned long, Matrix<double>&)>::type&))(unsigned long, unsigned long, Matrix<double>&)
  0.00      2.13     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::vector<double, std::allocator<double> > >::~new_allocator()
  0.00      2.13     0.00        6     0.00     0.00  __gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >::__normal_iterator(std::thread* const&)
  0.00      2.13     0.00        6     0.00     0.00  __gnu_cxx::new_allocator<std::thread>::max_size() const
  0.00      2.13     0.00        6     0.00     0.00  std::_Vector_base<std::thread, std::allocator<std::thread> >::_M_get_Tp_allocator() const
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::max_size() const
  0.00      2.13     0.00        6     0.00     0.00  std::allocator<std::vector<double, std::allocator<double> > >::~allocator()
  0.00      2.13     0.00        6     0.00     0.00  std::_Head_base<0ul, void (*)(unsigned long, unsigned long, Matrix<double>&), false>::_Head_base(void (* const&)(unsigned long, unsigned long, Matrix<double>&))
  0.00      2.13     0.00        6     0.00     0.00  std::_Head_base<0ul, std::thread::_State*, false>::_Head_base()
  0.00      2.13     0.00        6     0.00     0.00  std::_Head_base<1ul, std::default_delete<std::thread::_State>, true>::_Head_base()
  0.00      2.13     0.00        6     0.00     0.00  std::_Tuple_impl<0ul, std::thread::_State*, std::default_delete<std::thread::_State> >::_Tuple_impl()
  0.00      2.13     0.00        6     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data const&)
  0.00      2.13     0.00        6     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator()
  0.00      2.13     0.00        6     0.00     0.00  std::__uniq_ptr_data<std::thread::_State, std::default_delete<std::thread::_State>, true, true>::__uniq_ptr_impl(std::thread::_State*)
  0.00      2.13     0.00        6     0.00     0.00  std::__uniq_ptr_impl<std::thread::_State, std::default_delete<std::thread::_State> >::__uniq_ptr_impl(std::thread::_State*)
  0.00      2.13     0.00        6     0.00     0.00  std::allocator_traits<std::allocator<std::thread> >::max_size(std::allocator<std::thread> const&)
  0.00      2.13     0.00        6     0.00     0.00  std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<true, true>()
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_max_size(std::allocator<std::thread> const&)
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_do_relocate(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&, std::integral_constant<bool, true>)
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_use_relocate()
  0.00      2.13     0.00        6     0.00     0.00  std::vector<std::thread, std::allocator<std::thread> >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      2.13     0.00        6     0.00     0.00  std::thread* std::__relocate_a<std::thread*, std::thread*, std::allocator<std::thread> >(std::thread*, std::thread*, std::thread*, std::allocator<std::thread>&)
